NACA 0012                                       
 Alfa =   4.00000 Re =   200000.000 Xflap,Yflap =     0.750000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.41803
   0.99372  0.00214  0.25093
   0.98277  0.00365  0.18572
   0.96999  0.00539  0.13704
   0.95567  0.00731  0.09785
   0.94026  0.00934  0.06506
   0.92422  0.01142  0.03690
   0.90784  0.01350  0.01195
   0.89128  0.01556 -0.01108
   0.87462  0.01759 -0.03163
   0.85793  0.01959 -0.05064
   0.84120  0.02155 -0.06917
   0.82446  0.02348 -0.08606
   0.80771  0.02537 -0.10279
   0.79095  0.02723 -0.11846
   0.77419  0.02905 -0.13415
   0.75742  0.03083 -0.14915
   0.74066  0.03257 -0.16363
   0.72389  0.03428 -0.17899
   0.70712  0.03594 -0.19304
   0.69035  0.03757 -0.20772
   0.67359  0.03916 -0.22225
   0.65683  0.04071 -0.23660
   0.64008  0.04221 -0.25113
   0.62333  0.04367 -0.26607
   0.60659  0.04509 -0.28055
   0.58987  0.04646 -0.29567
   0.57315  0.04778 -0.31062
   0.55645  0.04905 -0.32618
   0.53976  0.05026 -0.34175
   0.52309  0.05143 -0.35761
   0.50644  0.05253 -0.37383
   0.48980  0.05357 -0.39034
   0.47319  0.05455 -0.40703
   0.45660  0.05546 -0.42439
   0.44004  0.05630 -0.44199
   0.42351  0.05707 -0.45999
   0.40701  0.05776 -0.47826
   0.39055  0.05837 -0.49750
   0.37412  0.05889 -0.51683
   0.35774  0.05932 -0.53665
   0.34140  0.05965 -0.55722
   0.32511  0.05988 -0.57852
   0.30888  0.06000 -0.60005
   0.29272  0.06001 -0.62276
   0.27662  0.05989 -0.64590
   0.26060  0.05965 -0.67010
   0.24467  0.05927 -0.69505
   0.22884  0.05875 -0.72096
   0.21313  0.05807 -0.74830
   0.19755  0.05723 -0.77667
   0.18214  0.05622 -0.80657
   0.16693  0.05503 -0.83811
   0.15196  0.05365 -0.87165
   0.13730  0.05207 -0.90703
   0.12303  0.05029 -0.94500
   0.10929  0.04832 -0.98550
   0.09622  0.04618 -1.02863
   0.08399  0.04389 -1.07409
   0.07278  0.04150 -1.12200
   0.06271  0.03908 -1.17100
   0.05380  0.03667 -1.22054
   0.04603  0.03431 -1.27019
   0.03929  0.03203 -1.31837
   0.03346  0.02983 -1.36539
   0.02840  0.02771 -1.40923
   0.02399  0.02566 -1.45034
   0.02013  0.02367 -1.48563
   0.01674  0.02173 -1.51486
   0.01376  0.01982 -1.53469
   0.01114  0.01793 -1.54115
   0.00883  0.01606 -1.52758
   0.00682  0.01419 -1.49260
   0.00508  0.01231 -1.41912
   0.00360  0.01041 -1.30621
   0.00238  0.00851 -1.14019
   0.00141  0.00659 -0.91632
   0.00070  0.00467 -0.64413
   0.00025  0.00277 -0.33922
   0.00003  0.00091 -0.03125
   0.00003 -0.00091  0.25066
   0.00025 -0.00277  0.50473
   0.00070 -0.00467  0.71444
   0.00141 -0.00659  0.86626
   0.00238 -0.00851  0.95784
   0.00360 -0.01041  0.99666
   0.00508 -0.01231  0.99476
   0.00682 -0.01419  0.96435
   0.00883 -0.01606  0.91565
   0.01114 -0.01793  0.85600
   0.01376 -0.01982  0.79067
   0.01674 -0.02173  0.72313
   0.02013 -0.02367  0.65516
   0.02399 -0.02566  0.58797
   0.02840 -0.02771  0.52260
   0.03346 -0.02983  0.45887
   0.03929 -0.03203  0.39859
   0.04603 -0.03431  0.33974
   0.05380 -0.03667  0.28509
   0.06271 -0.03908  0.23343
   0.07278 -0.04150  0.18608
   0.08399 -0.04389  0.14361
   0.09622 -0.04618  0.10602
   0.10929 -0.04832  0.07325
   0.12303 -0.05029  0.04549
   0.13730 -0.05207  0.02164
   0.15196 -0.05365  0.00191
   0.16693 -0.05503 -0.01498
   0.18214 -0.05622 -0.02876
   0.19755 -0.05723 -0.04065
   0.21313 -0.05807 -0.04962
   0.22884 -0.05875 -0.05780
   0.24467 -0.05927 -0.06374
   0.26060 -0.05965 -0.06891
   0.27662 -0.05989 -0.07243
   0.29272 -0.06001 -0.07528
   0.30888 -0.06000 -0.07702
   0.32511 -0.05988 -0.07810
   0.34140 -0.05965 -0.07861
   0.35774 -0.05932 -0.07827
   0.37412 -0.05889 -0.07769
   0.39055 -0.05837 -0.07635
   0.40701 -0.05776 -0.07496
   0.42351 -0.05707 -0.07299
