NACA 0012                                       
 Alfa =   8.00000 Re =   100000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00126  0.11140
   0.99372  0.00214  0.10486
   0.98277  0.00365  0.09261
   0.96999  0.00539  0.07814
   0.95567  0.00732  0.06167
   0.94026  0.00934  0.04389
   0.92422  0.01142  0.02520
   0.90784  0.01350  0.00612
   0.89127  0.01556 -0.01318
   0.87462  0.01759 -0.03251
   0.85793  0.01959 -0.05175
   0.84120  0.02155 -0.07099
   0.82446  0.02348 -0.09012
   0.80771  0.02537 -0.10906
   0.79095  0.02723 -0.12802
   0.77419  0.02905 -0.14685
   0.75742  0.03083 -0.16565
   0.74066  0.03257 -0.18446
   0.72389  0.03428 -0.20321
   0.70712  0.03594 -0.22198
   0.69035  0.03757 -0.24094
   0.67359  0.03916 -0.25994
   0.65683  0.04071 -0.27904
   0.64008  0.04221 -0.29840
   0.62333  0.04367 -0.31793
   0.60659  0.04509 -0.33769
   0.58987  0.04646 -0.35787
   0.57315  0.04778 -0.37817
   0.55645  0.04905 -0.39899
   0.53976  0.05026 -0.42017
   0.52309  0.05143 -0.44168
   0.50644  0.05253 -0.46395
   0.48980  0.05357 -0.48631
   0.47319  0.05455 -0.50961
   0.45660  0.05546 -0.53325
   0.44004  0.05630 -0.55776
   0.42351  0.05707 -0.58275
   0.40701  0.05776 -0.60845
   0.39055  0.05837 -0.63506
   0.37412  0.05889 -0.66230
   0.35774  0.05932 -0.69069
   0.34140  0.05965 -0.71964
   0.32511  0.05988 -0.74976
   0.30888  0.06000 -0.78073
   0.29272  0.06001 -0.81280
   0.27662  0.05989 -0.84569
   0.26060  0.05965 -0.87987
   0.24467  0.05927 -0.91480
   0.22884  0.05875 -0.95113
   0.21313  0.05807 -0.98816
   0.19755  0.05723 -1.02625
   0.18214  0.05622 -1.06775
   0.16693  0.05503 -1.11843
   0.15196  0.05365 -1.19659
   0.13730  0.05207 -1.34460
   0.12303  0.05029 -1.64536
   0.10929  0.04832 -2.10040
   0.09622  0.04618 -2.14230
   0.08399  0.04389 -2.16722
   0.07278  0.04150 -2.19149
   0.06271  0.03908 -2.21679
   0.05380  0.03667 -2.24481
   0.04603  0.03431 -2.27745
   0.03929  0.03203 -2.31711
   0.03346  0.02983 -2.36680
   0.02840  0.02771 -2.43035
   0.02399  0.02566 -2.51141
   0.02013  0.02367 -2.61083
   0.01674  0.02173 -2.72795
   0.01376  0.01982 -2.86052
   0.01114  0.01793 -2.99912
   0.00883  0.01606 -3.13214
   0.00682  0.01419 -3.24537
   0.00508  0.01230 -3.32217
   0.00360  0.01041 -3.34092
   0.00238  0.00851 -3.28010
   0.00141  0.00659 -3.11834
   0.00070  0.00467 -2.84107
   0.00025  0.00277 -2.45874
   0.00003  0.00091 -2.01246
   0.00003 -0.00091 -1.53878
   0.00025 -0.00277 -1.04542
   0.00070 -0.00467 -0.56338
   0.00141 -0.00659 -0.12865
   0.00238 -0.00851  0.23557
   0.00360 -0.01041  0.51619
   0.00508 -0.01230  0.71823
   0.00682 -0.01419  0.85608
   0.00883 -0.01606  0.94005
   0.01114 -0.01793  0.98506
   0.01376 -0.01982  0.99990
   0.01674 -0.02173  0.99316
   0.02013 -0.02367  0.97011
   0.02399 -0.02566  0.93584
   0.02840 -0.02771  0.89256
   0.03346 -0.02983  0.84343
   0.03929 -0.03203  0.78956
   0.04603 -0.03431  0.73277
   0.05380 -0.03667  0.67425
   0.06271 -0.03908  0.61564
   0.07278 -0.04150  0.55829
   0.08399 -0.04389  0.50350
   0.09622 -0.04618  0.45262
   0.10929 -0.04832  0.40606
   0.12303 -0.05029  0.36428
   0.13730 -0.05207  0.32695
   0.15196 -0.05365  0.29392
   0.16693 -0.05503  0.26464
   0.18214 -0.05622  0.23867
   0.19755 -0.05723  0.21572
   0.21313 -0.05807  0.19546
   0.22884 -0.05875  0.17741
   0.24467 -0.05927  0.16133
   0.26060 -0.05965  0.14715
   0.27662 -0.05989  0.13455
   0.29272 -0.06001  0.12319
   0.30888 -0.06000  0.11327
   0.32511 -0.05988  0.10434
   0.34140 -0.05965  0.09644
   0.35774 -0.05932  0.08942
   0.37412 -0.05889  0.08314
   0.39055 -0.05837  0.07762
   0.40701 -0.05776  0.07279
   0.42351 -0.05707  0.06843
   0.44004 -0.05630  0.06460
   0.45660 -0.05546  0.06131
   0.47319 -0.05455  0.05839
   0.48980 -0.05357  0.05583
   0.50644 -0.05253  0.05371
   0.52309 -0.05143  0.05179
   0.53976 -0.05026  0.05019
   0.55645 -0.04905  0.04886
   0.57315 -0.04778  0.04787
   0.58987 -0.04646  0.04696
   0.60659 -0.04509  0.04645
   0.62333 -0.04367  0.04599
   0.64008 -0.04221  0.04573
   0.65683 -0.04071  0.04574
   0.67359 -0.03916  0.04595
   0.69035 -0.03757  0.04635
   0.70712 -0.03594  0.04692
   0.72389 -0.03428  0.04766
   0.74066 -0.03257  0.04881
   0.75742 -0.03083  0.05003
   0.77419 -0.02905  0.05151
   0.79095 -0.02723  0.05337
   0.80771 -0.02537  0.05553
   0.82446 -0.02348  0.05800
   0.84120 -0.02155  0.06091
   0.85793 -0.01959  0.06422
   0.87462 -0.01759  0.06799
   0.89127 -0.01556  0.07233
   0.90784 -0.01350  0.07712
   0.92422 -0.01142  0.08245
   0.94026 -0.00934  0.08813
   0.95567 -0.00732  0.09404
   0.96999 -0.00539  0.09977
   0.98277 -0.00365  0.10496
   0.99372 -0.00214  0.10936
   1.00000 -0.00126  0.11140
